recency,frequency,weather_active,surge_multiplier,treatment,discount_value,converted,true_prob
1,8,1,1.7,2,0.2,0,0.43999999999999995
26,8,0,1.27,1,0.1,0,0.20700000000000002
11,4,0,1.39,0,0.0,0,0.11100000000000002
18,17,0,1.14,2,0.2,0,0.5860000000000002
30,17,0,1.2,2,0.2,0,0.4600000000000001
19,12,0,1.38,1,0.1,0,0.358
12,20,0,1.3,2,0.2,0,0.75
26,5,0,1.22,0,0.0,0,0.018000000000000016
6,7,0,1.09,1,0.1,1,0.31500000000000006
8,16,1,2.38,2,0.2,0,0.6220000000000001
19,12,0,1.17,1,0.1,0,0.37899999999999995
26,20,0,1.05,2,0.2,0,0.635
21,6,1,2.48,0,0.0,0,0.08200000000000002
19,20,0,1.07,2,0.2,1,0.7030000000000001
12,10,1,2.39,1,0.1,0,0.3410000000000001
18,5,1,2.49,0,0.0,0,0.07100000000000004
13,14,0,1.38,1,0.1,1,0.492
27,13,0,1.16,1,0.1,0,0.362
25,17,1,1.97,2,0.2,1,0.5330000000000001
5,6,1,2.09,0,0.0,1,0.281
1,19,0,1.08,2,0.2,1,0.842
22,3,0,1.34,0,0.0,0,0.0
15,5,0,1.28,0,0.0,0,0.122
30,15,0,1.36,2,0.2,0,0.40399999999999997
19,17,1,1.65,2,0.2,1,0.6250000000000001
21,2,0,1.25,0,0.0,0,0.0
8,4,0,1.14,0,0.0,0,0.16599999999999998
21,5,0,1.14,1,0.1,0,0.16000000000000003
14,13,0,1.04,1,0.1,1,0.476
26,4,1,2.25,0,0.0,0,0.0
24,2,0,1.01,0,0.0,0,0.0
18,6,0,1.1,0,0.0,0,0.15
26,12,0,1.14,1,0.1,0,0.3399999999999999
22,2,0,1.23,0,0.0,0,0.0
27,13,0,1.37,0,0.0,0,0.31299999999999994
30,9,0,1.21,1,0.1,1,0.21900000000000008
15,6,1,1.99,0,0.0,1,0.191
13,12,0,1.39,1,0.1,0,0.4109999999999999
14,6,0,1.06,0,0.0,0,0.19399999999999998
23,10,1,1.82,1,0.1,0,0.33000000000000007
24,6,0,1.14,0,0.0,0,0.08600000000000002
9,2,0,1.03,0,0.0,0,0.08700000000000002
28,3,0,1.33,0,0.0,0,0.0
8,7,0,1.36,1,0.1,0,0.276
23,2,0,1.36,0,0.0,0,0.0
20,15,1,2.0,2,0.2,1,0.5
27,1,0,1.23,0,0.0,0,0.0
13,20,0,1.32,2,0.2,1,0.738
4,4,0,1.24,0,0.0,1,0.196
26,14,0,1.36,1,0.1,0,0.378
4,16,0,1.37,2,0.2,1,0.663
8,9,1,1.95,0,0.0,0,0.38500000000000006
8,15,0,1.02,2,0.2,0,0.6180000000000001
26,11,1,1.97,1,0.1,1,0.32699999999999996
25,7,0,1.01,1,0.1,0,0.20900000000000002
20,9,0,1.17,0,0.0,0,0.24300000000000005
19,19,0,1.19,2,0.2,1,0.651
19,15,0,1.21,2,0.2,0,0.4890000000000001
7,3,0,1.11,0,0.0,0,0.13899999999999998
25,3,0,1.27,1,0.1,0,0.063
8,2,1,2.49,0,0.0,0,0.05100000000000002
14,16,0,1.25,2,0.2,0,0.5750000000000001
2,1,1,1.84,0,0.0,0,0.13600000000000004
30,9,0,1.12,1,0.1,0,0.22800000000000004
14,17,0,1.2,2,0.2,0,0.6200000000000001
14,4,0,1.36,0,0.0,0,0.08399999999999996
9,6,0,1.16,0,0.0,0,0.23399999999999999
6,8,0,1.25,1,0.1,0,0.335
11,1,0,1.24,0,0.0,0,0.006000000000000005
7,8,0,1.19,1,0.1,1,0.331
19,3,1,2.35,0,0.0,0,0.0
17,1,0,1.28,0,0.0,0,0.0
30,6,0,1.14,2,0.2,1,0.246
12,16,1,2.23,2,0.2,0,0.5970000000000001
25,12,0,1.4,1,0.1,0,0.3199999999999999
21,7,0,1.28,1,0.1,1,0.20600000000000002
3,18,0,1.26,2,0.2,1,0.7639999999999999
8,12,0,1.32,1,0.1,1,0.46799999999999997
12,2,0,1.35,2,0.2,0,0.18100000000000005
29,17,0,1.19,2,0.2,1,0.4710000000000001
20,5,0,1.0,0,0.0,0,0.1
16,1,1,1.55,0,0.0,0,0.024999999999999994
6,7,1,2.44,1,0.1,0,0.28
20,19,0,1.09,2,0.2,1,0.651
22,15,0,1.21,2,0.2,0,0.4590000000000001
17,3,1,1.72,0,0.0,0,0.07799999999999999
9,3,0,1.19,1,0.1,1,0.167
27,2,0,1.15,0,0.0,0,0.0
13,5,1,1.56,0,0.0,0,0.21399999999999997
27,13,0,1.35,1,0.1,1,0.34299999999999997
25,10,0,1.28,1,0.1,1,0.2720000000000001
11,7,0,1.33,1,0.1,0,0.261
17,9,0,1.1,1,0.1,0,0.30800000000000005
10,9,1,1.84,1,0.1,1,0.376
4,17,0,1.28,2,0.2,1,0.7120000000000001
29,12,0,1.05,1,0.1,0,0.3309999999999999
19,11,0,1.18,1,0.1,1,0.34800000000000003
23,11,0,1.03,1,0.1,0,0.339
28,15,0,1.26,2,0.2,0,0.41800000000000004
2,3,0,1.26,0,0.0,1,0.174
29,8,0,1.34,1,0.1,0,0.18200000000000002
30,14,0,1.24,1,0.1,0,0.366
13,17,0,1.03,2,0.2,1,0.6470000000000001
6,9,0,1.19,0,0.0,0,0.381
20,1,0,1.0,0,0.0,0,0.0
20,7,0,1.23,1,0.1,1,0.21700000000000003
11,3,1,2.09,0,0.0,0,0.10100000000000006
28,20,0,1.33,1,0.1,0,0.587
14,11,0,1.24,1,0.1,0,0.376
8,19,0,1.01,2,0.2,1,0.779
19,3,0,1.17,0,0.0,0,0.013000000000000012
30,20,0,1.22,2,0.2,0,0.578
2,4,0,1.11,0,0.0,1,0.22899999999999995
15,1,0,1.29,0,0.0,0,0.0
5,6,0,1.1,0,0.0,0,0.28
6,17,0,1.39,2,0.2,1,0.681
23,15,0,1.35,2,0.2,0,0.43500000000000005
5,20,0,1.38,2,0.2,1,0.8119999999999999
5,17,1,2.31,2,0.2,0,0.6990000000000001
5,20,0,1.26,2,0.2,1,0.824
12,10,0,1.19,1,0.1,0,0.3610000000000001
24,15,0,1.14,2,0.2,0,0.44600000000000006
28,8,1,1.59,1,0.1,0,0.26299999999999996
23,11,0,1.2,1,0.1,1,0.322
14,4,0,1.09,0,0.0,0,0.11099999999999996
18,6,0,1.35,0,0.0,0,0.125
2,6,0,1.27,0,0.0,1,0.293
30,7,0,1.13,1,0.1,0,0.16700000000000004
17,17,0,1.01,2,0.2,1,0.6090000000000001
21,8,0,1.19,1,0.1,0,0.24500000000000005
4,15,0,1.22,2,0.2,0,0.638
16,15,0,1.38,2,0.2,1,0.502
29,4,0,1.11,0,0.0,0,0.0
18,2,0,1.17,2,0.2,0,0.18700000000000006
24,17,0,1.1,2,0.2,1,0.5300000000000001
15,13,0,1.33,1,0.1,0,0.43699999999999994
29,10,1,1.85,1,0.1,1,0.2910000000000001
25,18,0,1.06,2,0.2,1,0.564
21,17,0,1.12,2,0.2,1,0.5580000000000002
25,2,0,1.24,0,0.0,0,0.0
24,14,0,1.29,1,0.1,0,0.397
3,9,0,1.09,1,0.1,0,0.42100000000000004
21,8,1,2.15,1,0.1,0,0.24900000000000003
6,17,1,1.95,2,0.2,1,0.7250000000000001
15,16,0,1.17,2,0.2,1,0.5730000000000001
30,13,0,1.39,0,0.0,1,0.281
7,1,0,1.2,0,0.0,0,0.05000000000000002
9,2,1,2.05,0,0.0,0,0.08500000000000005
22,11,0,1.23,1,0.1,0,0.325
30,10,1,2.31,1,0.1,0,0.2390000000000001
2,3,0,1.39,0,0.0,0,0.161
14,16,0,1.07,2,0.2,1,0.5930000000000001
2,4,0,1.39,0,0.0,1,0.20099999999999998
29,6,0,1.01,0,0.0,0,0.049000000000000016
2,11,0,1.25,1,0.1,0,0.495
14,19,0,1.28,2,0.2,1,0.692
29,20,0,1.34,2,0.2,0,0.576
14,7,0,1.31,1,0.1,0,0.24500000000000002
26,7,0,1.13,1,0.1,0,0.19100000000000006
17,3,0,1.26,0,0.0,0,0.023999999999999994
18,8,1,2.11,1,0.1,0,0.2710000000000001
24,9,1,2.31,0,0.0,1,0.18900000000000003
2,8,1,2.14,1,0.1,0,0.38599999999999995
1,5,0,1.02,0,0.0,0,0.28800000000000003
21,8,0,1.12,1,0.1,1,0.252
5,5,0,1.31,0,0.0,0,0.21900000000000003
25,9,0,1.08,1,0.1,0,0.262
18,10,0,1.12,1,0.1,0,0.33000000000000007
11,10,0,1.37,1,0.1,0,0.3530000000000001
22,20,0,1.05,2,0.2,0,0.675
7,17,0,1.22,2,0.2,1,0.6880000000000001
23,12,0,1.13,1,0.1,0,0.35899999999999993
15,20,1,1.71,2,0.2,0,0.7789999999999999
3,19,0,1.04,2,0.2,0,0.826
8,1,0,1.35,0,0.0,0,0.025000000000000022
14,7,0,1.28,1,0.1,0,0.24800000000000003
17,14,0,1.38,1,0.1,0,0.45199999999999996
4,15,0,1.29,2,0.2,1,0.631
21,10,0,1.14,1,0.1,0,0.3100000000000001
24,5,0,1.22,0,0.0,0,0.038000000000000034
19,17,0,1.06,2,0.2,0,0.5840000000000002
19,16,0,1.05,2,0.2,1,0.5450000000000002
11,13,0,1.26,1,0.1,0,0.484
7,9,1,1.7,1,0.1,1,0.42000000000000004
22,13,0,1.37,1,0.1,0,0.371
5,20,1,1.96,2,0.2,1,0.8540000000000001
24,4,0,1.06,0,0.0,0,0.013999999999999985
10,7,0,1.36,1,0.1,0,0.264
9,13,1,1.55,1,0.1,1,0.575
6,15,0,1.27,2,0.2,1,0.613
14,5,1,1.76,0,0.0,0,0.18399999999999997
12,9,0,1.29,1,0.1,0,0.31900000000000006
2,11,0,1.28,1,0.1,0,0.492
2,16,0,1.04,2,0.2,1,0.7160000000000001
28,10,1,2.29,1,0.1,0,0.25300000000000006
20,15,0,1.35,2,0.2,1,0.4650000000000001
17,2,0,1.19,0,0.0,0,0.0
25,18,0,1.18,2,0.2,1,0.5519999999999999
23,9,0,1.37,1,0.1,0,0.24500000000000005
3,13,1,1.78,1,0.1,1,0.6119999999999999
11,5,0,1.25,0,0.0,0,0.16500000000000004
21,13,0,1.4,1,0.1,1,0.374
25,20,1,1.58,2,0.2,1,0.692
19,12,1,2.4,1,0.1,0,0.356
30,16,0,1.33,0,0.0,0,0.40700000000000003
11,16,0,1.3,2,0.2,0,0.6000000000000001
2,2,0,1.0,0,0.0,0,0.16
3,4,1,1.72,0,0.0,0,0.2579999999999999
17,7,1,1.56,1,0.1,0,0.302
4,8,0,1.17,1,0.1,0,0.36300000000000004
23,16,0,1.39,2,0.2,1,0.4710000000000001
9,19,1,1.61,2,0.2,1,0.8089999999999999
24,20,0,1.24,2,0.2,1,0.636
8,2,0,1.24,0,0.0,0,0.07600000000000001
30,12,0,1.4,1,0.1,0,0.2899999999999999
1,9,1,2.17,1,0.1,1,0.43300000000000005
12,12,0,1.06,1,0.1,0,0.45399999999999996
25,19,0,1.2,1,0.1,0,0.59
23,9,0,1.25,0,0.0,0,0.20500000000000007
19,10,1,1.83,1,0.1,0,0.3530000000000001
13,6,1,1.55,0,0.0,1,0.255
30,10,0,1.37,1,0.1,0,0.2330000000000001
7,9,0,1.27,2,0.2,0,0.36300000000000004
12,8,1,2.21,1,0.1,0,0.29700000000000004
25,14,0,1.1,2,0.2,1,0.42
4,18,0,1.24,2,0.2,0,0.7559999999999999
29,9,0,1.36,1,0.1,0,0.21000000000000008
20,6,0,1.36,1,0.1,0,0.174
1,13,0,1.36,1,0.1,1,0.574
18,4,0,1.11,0,0.0,0,0.06899999999999998
28,12,1,1.93,1,0.1,0,0.34899999999999987
2,5,0,1.02,0,0.0,1,0.278
11,15,0,1.16,2,0.2,0,0.5740000000000001
12,6,0,1.28,0,0.0,0,0.192
27,14,0,1.16,1,0.1,0,0.392
26,5,1,1.81,0,0.0,0,0.059
15,20,0,1.39,2,0.2,0,0.711
21,19,0,1.33,2,0.2,1,0.617
11,7,0,1.07,1,0.1,1,0.28700000000000003
29,17,0,1.12,2,0.2,1,0.4780000000000001
5,17,0,1.36,2,0.2,0,0.6940000000000001
22,11,0,1.02,1,0.1,0,0.34600000000000003
26,16,0,1.3,2,0.2,0,0.45000000000000007
23,15,0,1.37,2,0.2,1,0.43300000000000005
15,15,0,1.38,2,0.2,1,0.512
8,19,0,1.1,2,0.2,1,0.77
22,11,1,2.03,1,0.1,0,0.34500000000000003
30,15,1,1.7,2,0.2,0,0.4699999999999999
5,1,0,1.0,0,0.0,0,0.09
8,9,0,1.11,1,0.1,0,0.369
13,13,0,1.0,1,0.1,0,0.49
16,6,0,1.03,0,0.0,0,0.17700000000000002
14,7,0,1.09,1,0.1,1,0.267
22,17,0,1.35,2,0.2,0,0.5250000000000001
18,14,1,2.3,1,0.1,0,0.45000000000000007
14,2,0,1.25,0,0.0,0,0.015000000000000013
23,18,0,1.14,2,0.2,1,0.576
9,2,0,1.32,0,0.0,0,0.058000000000000024
5,17,0,1.2,2,0.2,1,0.7100000000000001
11,13,0,1.11,2,0.2,1,0.499
10,17,0,1.38,2,0.2,1,0.6420000000000001
12,9,0,1.31,1,0.1,1,0.31700000000000006
22,1,0,1.3,0,0.0,0,0.0
12,12,0,1.29,1,0.1,1,0.43099999999999994
22,10,0,1.04,1,0.1,0,0.31400000000000017
10,3,0,1.16,0,0.0,0,0.10400000000000001
26,6,0,1.18,0,0.0,0,0.062
27,15,1,1.62,2,0.2,0,0.484
25,12,0,1.12,1,0.1,1,0.3479999999999999
1,8,0,1.06,1,0.1,1,0.404
28,12,0,1.38,1,0.1,1,0.3039999999999999
22,9,0,1.29,1,0.1,1,0.25900000000000006
13,8,0,1.16,1,0.1,0,0.29600000000000004
28,15,0,1.28,2,0.2,1,0.41600000000000004
1,18,0,1.3,2,0.2,0,0.7799999999999999
30,18,0,1.07,2,0.2,0,0.5129999999999999
1,17,1,2.29,2,0.2,1,0.7410000000000001
16,12,0,1.17,1,0.1,0,0.4029999999999999
19,2,0,1.16,0,0.0,0,0.0
4,15,0,1.18,2,0.2,0,0.642
5,10,1,1.55,1,0.1,0,0.495
27,3,1,1.5,0,0.0,0,0.0
29,7,0,1.16,1,0.1,1,0.17000000000000004
18,13,0,1.23,1,0.1,1,0.41700000000000004
20,10,1,2.25,1,0.1,1,0.30500000000000016
4,5,0,1.23,0,0.0,0,0.23700000000000004
23,7,1,1.9,1,0.1,1,0.23199999999999998
8,9,0,1.24,1,0.1,0,0.35600000000000004
15,8,0,1.29,1,0.1,0,0.27099999999999996
21,20,0,1.02,1,0.1,1,0.6880000000000001
7,7,0,1.12,1,0.1,0,0.30600000000000005
4,15,0,1.3,2,0.2,0,0.63
30,16,1,2.31,2,0.2,1,0.429
10,10,0,1.11,1,0.1,0,0.3890000000000001
25,5,0,1.21,0,0.0,0,0.029000000000000026
27,6,1,2.19,0,0.0,0,0.05100000000000002
13,6,0,1.39,0,0.0,0,0.171
1,17,0,1.07,2,0.2,1,0.7630000000000001
8,14,0,1.39,1,0.1,1,0.541
8,19,0,1.12,2,0.2,1,0.768
11,10,1,2.18,1,0.1,0,0.37200000000000005
14,3,1,2.48,0,0.0,0,0.03200000000000003
11,5,0,1.25,0,0.0,0,0.16500000000000004
30,18,0,1.27,2,0.2,0,0.4929999999999999
22,7,0,1.08,1,0.1,0,0.21999999999999997
10,9,1,1.57,1,0.1,0,0.403
18,20,0,1.14,2,0.2,1,0.7060000000000001
28,10,0,1.06,1,0.1,0,0.2760000000000001
20,12,0,1.04,1,0.1,1,0.3859999999999999
9,1,0,1.23,0,0.0,0,0.027000000000000024
10,15,0,1.38,1,0.1,0,0.562
4,7,0,1.18,1,0.1,0,0.32200000000000006
16,6,0,1.0,0,0.0,0,0.18000000000000002
9,19,0,1.25,2,0.2,1,0.745
23,15,0,1.01,2,0.2,0,0.4690000000000001
29,18,0,1.24,2,0.2,1,0.5059999999999999
4,13,0,1.16,1,0.1,1,0.564
17,9,0,1.32,1,0.1,1,0.28600000000000003
21,2,0,1.1,0,0.0,0,0.0
28,18,1,1.79,2,0.2,1,0.5609999999999998
4,15,0,1.29,0,0.0,1,0.631
28,18,1,2.31,2,0.2,1,0.5089999999999999
24,10,0,1.14,1,0.1,1,0.2920000000000001
5,4,0,1.15,0,0.0,0,0.195
7,9,1,2.18,1,0.1,1,0.37200000000000005
13,14,0,1.2,1,0.1,0,0.51
30,1,0,1.17,0,0.0,0,0.0
2,9,0,1.12,1,0.1,0,0.42800000000000005
11,9,0,1.17,1,0.1,1,0.3370000000000001
19,13,1,2.13,1,0.1,0,0.41700000000000004
7,13,0,1.36,1,0.1,1,0.5139999999999999
25,3,0,1.25,0,0.0,0,0.0
25,16,0,1.05,2,0.2,1,0.4850000000000001
15,3,0,1.16,0,0.0,0,0.05400000000000002
12,15,0,1.39,0,0.0,0,0.541
20,10,0,1.09,1,0.1,0,0.32100000000000006
26,11,1,1.88,1,0.1,1,0.33599999999999997
25,4,0,1.23,0,0.0,0,0.0
12,7,0,1.14,1,0.1,0,0.274
10,5,0,1.3,0,0.0,0,0.17000000000000004
8,13,0,1.17,1,0.1,1,0.523
12,19,1,2.16,2,0.2,1,0.724
29,1,0,1.33,0,0.0,0,0.0
21,15,1,1.96,2,0.2,1,0.49400000000000005
8,1,0,1.11,0,0.0,0,0.049000000000000016
16,6,0,1.08,0,0.0,0,0.17200000000000001
8,11,1,2.21,1,0.1,1,0.43900000000000006
29,10,0,1.19,1,0.1,0,0.2570000000000001
21,19,0,1.01,0,0.0,1,0.649
4,15,0,1.0,2,0.2,1,0.66
29,19,0,1.28,2,0.2,1,0.5419999999999999
5,5,1,2.48,0,0.0,1,0.20200000000000007
11,18,0,1.35,2,0.2,1,0.6749999999999999
22,10,0,1.3,1,0.1,0,0.28800000000000014
17,14,0,1.01,1,0.1,1,0.489
30,6,0,1.2,0,0.0,0,0.020000000000000018
26,11,0,1.14,0,0.0,0,0.266
16,14,0,1.08,1,0.1,1,0.492
10,17,0,1.39,2,0.2,0,0.6410000000000001
23,12,1,2.35,1,0.1,0,0.3369999999999999
2,20,0,1.38,2,0.2,1,0.842
8,12,0,1.32,1,0.1,0,0.46799999999999997
29,13,0,1.08,1,0.1,0,0.35799999999999993
14,5,0,1.31,0,0.0,0,0.129
1,10,1,1.56,1,0.1,1,0.534
17,15,0,1.02,0,0.0,0,0.528
18,13,0,1.2,1,0.1,1,0.42000000000000004
7,4,0,1.21,0,0.0,1,0.16899999999999998
28,14,0,1.09,1,0.1,0,0.393
21,3,0,1.07,0,0.0,0,0.0030000000000000027
25,6,0,1.32,0,0.0,0,0.057999999999999996
9,20,0,1.11,2,0.2,1,0.799
4,1,0,1.08,0,0.0,0,0.092
27,15,1,1.97,2,0.2,1,0.449
30,7,1,1.88,1,0.1,0,0.192
20,15,1,2.01,2,0.2,0,0.4990000000000001
15,1,0,1.3,0,0.0,0,0.0
8,8,1,2.2,1,0.1,0,0.322
1,8,1,1.89,0,0.0,1,0.421
11,17,0,1.12,2,0.2,1,0.6580000000000001
2,6,1,2.38,0,0.0,0,0.28200000000000003
17,9,0,1.17,1,0.1,0,0.30100000000000005
10,18,1,2.04,2,0.2,0,0.716
15,16,0,1.11,2,0.2,1,0.5790000000000001
10,9,0,1.3,1,0.1,1,0.33000000000000007
15,3,0,1.27,0,0.0,0,0.04300000000000001
16,16,0,1.08,2,0.2,1,0.5720000000000001
30,1,0,1.27,0,0.0,0,0.0
26,5,0,1.02,0,0.0,0,0.038000000000000006
8,3,0,1.22,0,0.0,0,0.118
5,13,0,1.09,1,0.1,0,0.5609999999999999
12,7,0,1.23,1,0.1,1,0.265
24,15,0,1.05,0,0.0,0,0.45500000000000007
10,10,1,2.32,1,0.1,0,0.3680000000000001
13,17,1,1.86,2,0.2,1,0.664
29,13,0,1.12,1,0.1,0,0.3539999999999999
15,5,0,1.1,0,0.0,0,0.13999999999999999
7,12,0,1.25,1,0.1,1,0.4849999999999999
26,16,0,1.13,2,0.2,1,0.4670000000000001
6,14,0,1.09,1,0.1,1,0.591
28,13,0,1.04,1,0.1,1,0.368
24,12,1,2.14,1,0.1,0,0.35199999999999987
29,7,0,1.33,0,0.0,0,0.05700000000000005
6,10,1,1.98,1,0.1,0,0.442
3,10,0,1.39,1,0.1,0,0.43100000000000005
6,3,1,1.9,0,0.0,0,0.16999999999999998
23,14,0,1.05,1,0.1,0,0.42700000000000005
23,2,0,1.17,0,0.0,0,0.0
9,14,0,1.13,2,0.2,1,0.557
30,2,1,1.92,2,0.2,0,0.18800000000000008
16,6,0,1.13,0,0.0,0,0.16700000000000004
26,15,0,1.36,2,0.2,0,0.41200000000000003
29,17,0,1.33,2,0.2,0,0.4570000000000001
16,14,0,1.02,1,0.1,0,0.498
19,13,0,1.32,1,0.1,0,0.398
16,18,0,1.01,2,0.2,0,0.6589999999999999
22,20,1,1.8,2,0.2,1,0.7
9,4,0,1.02,0,0.0,0,0.168
10,9,0,1.4,1,0.1,1,0.32000000000000006
27,20,0,1.25,2,0.2,1,0.605
24,1,0,1.04,0,0.0,0,0.0
1,15,0,1.31,2,0.2,0,0.659
11,11,1,1.82,1,0.1,1,0.44799999999999995
30,20,0,1.31,2,0.2,0,0.569
10,15,0,1.05,2,0.2,0,0.5950000000000001
25,2,0,1.05,1,0.1,0,0.05500000000000002
1,19,0,1.07,2,0.2,1,0.843
28,20,0,1.2,1,0.1,0,0.6
22,6,0,1.12,0,0.0,0,0.10799999999999998
6,3,0,1.3,0,0.0,0,0.13
6,12,0,1.27,1,0.1,0,0.4929999999999999
12,2,0,1.36,0,0.0,0,0.02400000000000002
3,17,0,1.06,0,0.0,0,0.7440000000000001
25,2,0,1.16,0,0.0,0,0.0
15,11,0,1.35,1,0.1,0,0.355
20,6,0,1.28,0,0.0,0,0.11199999999999999
9,7,1,2.0,1,0.1,0,0.306
20,15,0,1.34,2,0.2,0,0.4660000000000001
13,9,0,1.02,2,0.2,0,0.3520000000000001
6,2,0,1.28,0,0.0,0,0.09200000000000003
20,15,0,1.26,2,0.2,0,0.4740000000000001
21,5,0,1.13,0,0.0,0,0.07700000000000004
17,7,0,1.16,1,0.1,0,0.24200000000000005
26,19,0,1.07,0,0.0,1,0.593
24,19,0,1.25,2,0.2,1,0.595
7,17,1,1.65,2,0.2,1,0.745
1,12,0,1.07,1,0.1,1,0.563
9,3,0,1.1,0,0.0,0,0.12
29,16,0,1.35,2,0.2,1,0.427
9,4,0,1.13,0,0.0,1,0.15700000000000003
29,1,0,1.4,0,0.0,0,0.0
18,5,0,1.36,1,0.1,0,0.15600000000000003
29,1,0,1.14,0,0.0,0,0.0
12,6,0,1.18,1,0.1,0,0.24
24,2,1,2.13,0,0.0,0,0.0
28,19,0,1.23,2,0.2,1,0.5569999999999999
10,7,0,1.25,2,0.2,0,0.295
6,13,1,2.38,1,0.1,1,0.5219999999999999
8,16,0,1.35,2,0.2,0,0.6250000000000001
9,17,0,1.02,2,0.2,0,0.6880000000000002
17,14,0,1.1,1,0.1,1,0.48
13,11,0,1.03,0,0.0,0,0.40700000000000003
28,1,0,1.4,1,0.1,0,0.0
5,20,0,1.32,2,0.2,1,0.818
18,15,0,1.31,2,0.2,0,0.4890000000000001
9,1,0,1.39,0,0.0,0,0.011000000000000038
27,1,1,2.3,0,0.0,0,0.0
16,6,0,1.21,0,0.0,0,0.15900000000000003
12,8,0,1.16,1,0.1,0,0.30200000000000005
13,11,0,1.1,1,0.1,0,0.4
15,8,0,1.19,2,0.2,0,0.311
8,16,0,1.18,2,0.2,0,0.6420000000000001
26,18,0,1.36,2,0.2,1,0.5239999999999999
21,3,0,1.01,0,0.0,0,0.009000000000000008
25,13,0,1.05,1,0.1,0,0.385
22,19,0,1.13,2,0.2,1,0.627
6,6,0,1.03,1,0.1,1,0.29100000000000004
29,9,0,1.15,1,0.1,0,0.2310000000000001
25,20,0,1.27,2,0.2,0,0.623
29,9,1,1.55,1,0.1,1,0.2910000000000001
13,4,0,1.27,0,0.0,0,0.10299999999999998
23,7,1,2.15,1,0.1,0,0.20699999999999996
18,20,0,1.05,2,0.2,0,0.7150000000000001
3,18,0,1.13,2,0.2,1,0.7769999999999999
24,9,0,1.3,1,0.1,1,0.24600000000000005
19,17,0,1.19,1,0.1,1,0.5710000000000002
13,7,1,2.26,1,0.1,1,0.25600000000000006
19,2,0,1.07,2,0.2,1,0.19500000000000003
20,16,0,1.34,0,0.0,0,0.5060000000000001
13,8,1,2.46,1,0.1,0,0.266
1,18,0,1.23,2,0.2,1,0.7869999999999999
15,3,1,2.17,0,0.0,0,0.05300000000000002
14,18,0,1.38,2,0.2,1,0.6419999999999999
9,2,0,1.16,1,0.1,1,0.14
14,2,0,1.19,0,0.0,0,0.02100000000000002
5,14,1,2.03,1,0.1,1,0.607
17,11,0,1.1,1,0.1,0,0.368
5,20,0,1.15,2,0.2,1,0.835
22,2,0,1.05,1,0.1,0,0.07300000000000001
18,11,0,1.28,1,0.1,1,0.34400000000000003
18,10,0,1.25,1,0.1,0,0.3170000000000001
15,18,1,1.51,2,0.2,1,0.7189999999999999
8,6,0,1.22,0,0.0,1,0.238
10,19,0,1.01,2,0.2,1,0.759
15,7,0,1.22,1,0.1,0,0.24800000000000005
9,10,0,1.38,2,0.2,1,0.3720000000000001
24,3,0,1.05,2,0.2,0,0.207
1,19,0,1.3,2,0.2,0,0.82
11,17,1,2.39,2,0.2,1,0.6310000000000001
14,16,0,1.28,2,0.2,1,0.5720000000000001
20,1,0,1.22,1,0.1,0,0.038000000000000034
26,1,0,1.07,0,0.0,0,0.0
23,6,0,1.31,0,0.0,0,0.07899999999999999
7,3,1,2.2,0,0.0,0,0.12999999999999995
10,7,1,2.19,1,0.1,0,0.281
19,12,0,1.28,1,0.1,1,0.36799999999999994
